docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Interplanetary dust,Interplanetary dust particles collected in the stratosphere: observations of atmospheric heating and constraints on their interrelationships and sources,Q46663371,,Interplanetary dust particles collected in the stratosphere: observations of atmospheric heating and constraints on their interrelationships and sources > scholarly article > scientific publication > publication,context,context,no
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Speedup factor,,,,,,none,no
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Global EDF scheduling,,,,,,none,no
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Directed Acyclic Graphs,Directed Acyclic Graphs,Q58438463,,Directed Acyclic Graphs > scholarly article > scientific publication > publication,context,context,no
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Parallel tasks,,,,,,none,no
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Real-time scheduling,Real-time Scheduling Method and Strategy for Hydro Cascaded System With Complex Constraints,Q98675520,,Real-time Scheduling Method and Strategy for Hydro Cascaded System With Complex Constraints > scholarly article > scientific publication > publication,context,context,no
1090755,Discrete curvature: theory and applications,Digital geometry,digital geometry,Q1789829,,digital geometry > area of mathematics > academic discipline > field of study,context,context,no
1090755,Discrete curvature: theory and applications,Integrable theory,Integrable theory of quantum transport in chaotic cavities,Q51863546,,Integrable theory of quantum transport in chaotic cavities > scholarly article > scientific publication > publication,context,context,no
1090755,Discrete curvature: theory and applications,Laplace-Beltrami operator,Laplace-Beltrami Operator on a Riemann Surface¶and Equidistribution of Measures,Q125777720,,Laplace-Beltrami Operator on a Riemann Surface¶and Equidistribution of Measures > scholarly article > scientific publication > publication,context,context,no
1090755,Discrete curvature: theory and applications,Optimal transport,optimal transport,Q1280998,,optimal transport > mathematical concept > concept > abstract entity,context,context,no
1090755,Discrete curvature: theory and applications,Geometry,geometry,Q8087,119315301,geometry > area of mathematics > academic discipline > field of study,context,context,no
1090755,Discrete curvature: theory and applications,Discrete calculus,difference calculus,Q20968946,,difference calculus > area of mathematics > academic discipline > field of study,context,context,no
1090755,Discrete curvature: theory and applications,Discrete curvature,Discrete Curvature Theories and Applications,Q111026320,,Discrete Curvature Theories and Applications > thesis > academic work > intellectual work,context,context,no
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Rhetoric,rhetoric,Q81009,119452384,rhetoric > field of study > knowledge system > conceptual system,context,context,no
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Oratory,oratory,Q98807406,,oratory > building type > class > class,context,context,no
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Gold clusters,"Gold clusters(AuN,2<~N<~10)and their anions",Q29041124,,"Gold clusters(AuN,2<~N<~10)and their anions > scholarly article > scientific publication > publication",context,context,no
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Biomolecules,Biomolecules,Q23929963,,Biomolecules > scientific journal > trade magazine > magazine,context,context,no
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,NBO AIM,,,,,,none,no
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Ab initio,ab initio,Q46310,,ab initio > Latin phrase > phrase > constituent,context,context,no
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,TDDFT,TDDFT study of twisted intramolecular charge transfer and intermolecular double proton transfer in the excited state of 4′-dimethylaminoflavonol in ethanol solvent,Q85677182,,TDDFT study of twisted intramolecular charge transfer and intermolecular double proton transfer in the excited state of 4′-dimethylaminoflavonol in ethanol solvent > scholarly article > scientific publication > publication,context,context,no
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Dislocation Dynamics Simulations,Dislocation dynamics simulations of precipitation-strengthened Ni- and Co-based superalloys,Q129696723,,Dislocation dynamics simulations of precipitation-strengthened Ni- and Co-based superalloys > scholarly article > scientific publication > publication,context,context,no
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Multipole Method,Fast multipole method,Q5437040,,Fast multipole method,context,context,no
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Fourier Transform,fast Fourier transform,Q623950,,fast Fourier transform,context,context,no
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Spherical harmonics,Spherical harmonics based descriptor for neural network potentials: Structure and dynamics of Au147 nanocluster.,Q48060483,,Spherical harmonics based descriptor for neural network potentials: Structure and dynamics of Au147 nanocluster. > scholarly article > scientific publication > publication,context,context,no
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Stroh formalism,,,,,,none,no
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Anisotropic elasticity,Anisotropic elasticity of cortical and cancellous bone in the posterior mandible increases peri‐implant stress and strain under oblique loading,Q77332486,,Anisotropic elasticity of cortical and cancellous bone in the posterior mandible increases peri‐implant stress and strain under oblique loading > scholarly article > scientific publication > publication,context,context,no
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Dislocation Dynamics Simulations,Dislocation dynamics simulations of precipitation-strengthened Ni- and Co-based superalloys,Q129696723,,Dislocation dynamics simulations of precipitation-strengthened Ni- and Co-based superalloys > scholarly article > scientific publication > publication,context,context,no
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,SPME,,,,,,none,yes
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,KDOM partition coefficient,,,,,,none,no
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Dissolved organic matter,dissolved organic matter,Q120758545,,dissolved organic matter > substance > entity,context,context,no
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Trifluralin,trifluralin,Q418247,,trifluralin > type of chemical entity > chemical entity > ordinary matter,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cu,cultural heritage,Q210272,,cultural heritage,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Zn,Jinyea,Q50109116,,Jinyea > human > mammal > vertebrate,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cr,critic review,Q80698083,,critic review,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Contamination,contamination,Q60528603,,contamination > type of problem > type > class,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Hg,A catalogue of Hgamma measures,Q68527697,,A catalogue of Hgamma measures > catalogue > list > group,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Pb,PBC CSKA Moscow,Q457376,,PBC CSKA Moscow > basketball club > sports club > sports organization,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cd,CD2,Q61629680,,CD2 > metaclass > class > class,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Seine River,Seine River,Q3477924,,Seine River > river > stream > watercourse,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",DPSIR,DPSIR,Q1154930,,DPSIR > scientific model > conceptual model > knowledge organization system,context,context,no
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,University,university,Q3918,11933731d,university > type of educational institution > type > class,context,context,no
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Academics' values,,,,,,none,no
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Performance,performance,Q35140,122147017,performance > academic major > academic discipline > field of study,context,context,no
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Publicness,"Publicness, Privateness, and the Management of Pollution",Q104893298,,"Publicness, Privateness, and the Management of Pollution > scholarly article > scientific publication > publication",context,context,no
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Higher education,higher education,Q136822,,higher education > educational stage > rank > class,context,context,no
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Random field,random field,Q5361768,,random field,context,context,no
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Itô stochastic differential equation,,,,,,none,no
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Adaptive algorithm,adaptive algorithm,Q1988072,,adaptive algorithm,context,context,no
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Uncertainty quantification,uncertainty quantification,Q7882499,,uncertainty quantification,context,context,no
1105959,Polynomial chaos expansion of a multimodal random vector,Random vector,Random Vectors in the Isotropic Position,Q105583259,,Random Vectors in the Isotropic Position > scholarly article > scientific publication > publication,context,context,no
1105959,Polynomial chaos expansion of a multimodal random vector,High dimension,High Dimension,Q135022631,,High Dimension > video game > electronic game > game,context,context,no
1105959,Polynomial chaos expansion of a multimodal random vector,Polynomial chaos,polynomial chaos,Q17147719,,polynomial chaos,context,context,no
1105959,Polynomial chaos expansion of a multimodal random vector,Multimodal probability distribution,multimodal distribution,Q85900768,,multimodal distribution,context,context,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Semi-partitioned scheduling,,,,,,none,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Multiprocessor,Multiprocessor Task Scheduling using a new Prioritizing Genetic Algorithm based on number of Task Children,Q57573181,,Multiprocessor Task Scheduling using a new Prioritizing Genetic Algorithm based on number of Task Children > scholarly article > scientific publication > publication,context,context,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Real-time,real-time,Q347066,,real-time > quality > property > abstract entity,context,context,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Portioned scheduling,,,,,,none,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,EDF,Temple of Edfu,Q613037,,Temple of Edfu > Egyptian temple > temple > shrine,context,context,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Performance evaluation,Performance Evaluation,Q7168203,,Performance Evaluation > scientific journal > trade magazine > magazine,context,context,no
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Deadline assignment,,,,,,none,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",A Rare-earth intermetallics,,,,,,none,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",B Magnetic property,,,,,,none,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",C Mechanical alloying and milling,,,,,,none,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",F Diffrac-tion,,,,,,none,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",Electron microscopy transmission,Electron microscopy transmission and scanning,Q39515406,,Electron microscopy transmission and scanning > scholarly article > scientific publication > publication,context,context,no
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",G Magnetic application,,,,,,none,no
1111801,An incremental–iterative method for modeling damage evolution in voxel-based microstructure models,Incremental–iterative scheme · Lippmann–Schwinger equation · Tensile damage · Heterogeneous materials · Tomographic microstructures,,,,,,none,no
1118014,What drives personnel out of public organizations?,Perceived superior support,,,,,,none,no
1118014,What drives personnel out of public organizations?,Organizational commitment,organizational commitment,Q267236,,organizational commitment,context,context,no
1118014,What drives personnel out of public organizations?,Public service motivation,Public Service Motivation,Q7257614,,Public Service Motivation,context,context,no
1118014,What drives personnel out of public organizations?,Intention to quit,Intention to quit and the role of dark personality and perceived organizational support: A moderation and mediation model,Q52381908,,Intention to quit and the role of dark personality and perceived organizational support: A moderation and mediation model > scholarly article > scientific publication > publication,context,context,no
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Operatives,Operatives for Off-Shore and Deep-Sea Fishing Vessels,Q105079404,,Operatives for Off-Shore and Deep-Sea Fishing Vessels > scholarly article > scientific publication > publication,context,context,no
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Public service motivation,Public Service Motivation,Q7257614,,Public Service Motivation,context,context,no
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Human resources management,Human resources management,Q84532485,,Human resources management > scholarly article > scientific publication > publication,context,context,no
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Measurement scale of public service motivation,,,,,,none,no
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Managers,Managers,Q114513068,,Managers > television series episode > episode > broadcasting program,context,context,no
1118039,Engagement,Identité,Identité,Q54754579,344172242,Identité > magazine > periodical > serial,context,context,no
1118039,Engagement,Implication,implication,Q12767426,,implication > lexeme > word or phrase > form,context,context,no
1118039,Engagement,Motivation,motivation,Q644302,,motivation,context,context,no
1118039,Engagement,Workaholism,workaholism,Q19269381,,workaholism,context,context,no
1118039,Engagement,Fatigue émotionnelle,,,,,,none,no
1118039,Engagement,Epuisement professionnel,occupational burnout,Q327988,133192241,occupational burnout > syndrome > physiological condition > state,context,context,no
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Perfume,Perfume,Q3008476,,Perfume > film > audiovisual work > creative work,context,context,no
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Perfumery,perfumery,Q1979901,,perfumery > industry > group > set,context,context,no
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Parfum,Parfum,Q23862351,,Parfum > encyclopedia article > reference work entry > article,context,context,no
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Parfumerie,Parfumerie,Q27762482,,Parfumerie > literary work > written work > intellectual work,context,context,no
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Luxury,luxury,Q10953913,11980826d,luxury,context,context,no
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Industrial heritage,Industrial Heritage,Q71248244,,Industrial Heritage > heritage designation > designation > nomination,context,context,no
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Patrimoine industriel,Patrimoine industriel de l'Orne,Q21027408,,Patrimoine industriel de l'Orne,context,context,no
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Luxe,luxury,Q10953913,11980826d,luxury,context,context,no
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,History of ideas,history of ideas,Q570018,11963618j,history of ideas > academic discipline > field of study > knowledge system,context,context,no
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Fashion,fashion,Q12684,119325083,fashion,context,context,no
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Mode,fashion,Q12684,119325083,fashion,context,context,no
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Histoire des idées,Histoire des idées politiques aux Temps modernes et contemporains,Q73279867,436490467,"Histoire des idées politiques aux Temps modernes et contemporains > version, edition or translation > publication > release",context,context,no
1119281,Fashion sprayed and displayed : the parisian market of perfumery at the turn of the XXth century,Perfumery,perfumery,Q1979901,,perfumery > industry > group > set,context,context,no
1119281,Fashion sprayed and displayed : the parisian market of perfumery at the turn of the XXth century,Parfumerie,Parfumerie,Q27762482,,Parfumerie > literary work > written work > intellectual work,context,context,no
1119287,Uses of Heritage by French Luxury Houses : between Tourism Development and Brand Communication,Industrial heritage,industrial heritage,Q112307335,,industrial heritage,context,context,no
1119287,Uses of Heritage by French Luxury Houses : between Tourism Development and Brand Communication,Patrimoine industriel,patrimoine industriel du Québec,Q3370034,,patrimoine industriel du Québec,context,context,no
1119298,"Compte-rendu de lecture de Morag Martin, Selling Beauty: Cosmetics, Commerce, and French Society, 1750-1830, Baltimore, John Hopkins University Press, 2009",History of marketing,history of marketing,Q3566673,,history of marketing > aspect of history > aspect > point of view,context,context,no
1119298,"Compte-rendu de lecture de Morag Martin, Selling Beauty: Cosmetics, Commerce, and French Society, 1750-1830, Baltimore, John Hopkins University Press, 2009",Histoire du marketing,Histoire du marketing du champagne,Q132167558,,Histoire du marketing du champagne > aspect of history > aspect > point of view,context,context,no
1119300,"Compte-rendu de lecture de Luc Marco, Histoire managériale du Bazar Bonne-Nouvelle : Galeries marchandes à Paris, 1835-1863",History of marketing,history of marketing,Q3566673,,history of marketing > aspect of history > aspect > point of view,context,context,no
1119300,"Compte-rendu de lecture de Luc Marco, Histoire managériale du Bazar Bonne-Nouvelle : Galeries marchandes à Paris, 1835-1863",Histoire du marketing,Histoire du marketing du champagne,Q132167558,,Histoire du marketing du champagne > aspect of history > aspect > point of view,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Situated learning,Situated learning,Q2290699,15044742h,Situated learning > umbrella term > word or phrase > form,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge engineering Paper type Conceptual paper,,,,,,none,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Activity theory-based approach,,,,,,none,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowing in action,,,,,,none,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge modelling,Knowledge Modelling and Innovative Analogy Methodology of Biologically Inspired Design,Q99470966,,Knowledge Modelling and Innovative Analogy Methodology of Biologically Inspired Design > scholarly article > scientific publication > publication,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowing communities,Knowing communities in project driven organizations: Analysing the strategic impact of socially constructed HRM practices,Q125017464,,Knowing communities in project driven organizations: Analysing the strategic impact of socially constructed HRM practices > scholarly article > scientific publication > publication,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Tacit knowledge,tacit knowledge,Q743861,,tacit knowledge > knowledge type > type > class,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Business modelling,business modelling,Q121433935,,business modelling,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge management,knowledge management,Q192060,13183229d,knowledge management > type of management > type > class,context,context,no
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge transfer,knowledge transfer,Q2586354,,knowledge transfer > industry > group > set,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Semantic interoperability,semantic interoperability,Q5258530,,semantic interoperability,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Health information systems,Health information systems,Q93579910,,Health information systems > scholarly article > scientific publication > publication,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Information model,information model,Q1662581,,information model > field of study > knowledge system > conceptual system,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Reference terminology,Reference terminology for therapeutic goals: a new approach,Q42074955,,Reference terminology for therapeutic goals: a new approach > scholarly article > scientific publication > publication,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Semantic web,Semantic Web,Q54837,14521343b,Semantic Web > information system > system > collective entity,context,context,no
1120299,Semantic interoperability platform for Healthcare Information Exchange,Interface terminology,,,,,,none,no
